250,0,conflict,1, 422, 1880, 254, 421, 50227, 44503
250,0,neighbour,1, 424, 1800, 254, 423, 50646, 44513
250,1,ML,1, 413, 1868, 265, 412, 51213, 45374
250,1,distance,1, 413, 1792, 304, 412, 51484, 45476
250,1,conflict,1, 422, 1876, 345, 421, 51845, 45497
250,1,neighbour,1, 418, 1768, 301, 417, 51917, 45444
250,2,ML,1, 457, 2011, 274, 456, 53797, 48193
250,2,distance,1, 457, 2021, 427, 456, 54557, 48167
250,2,conflict,1, 459, 2044, 383, 458, 54962, 48187
250,2,neighbour,1, 457, 1940, 413, 456, 54402, 48104
250,3,ML,1, 414, 1757, 504, 413, 50780, 44393
250,3,distance,1, 414, 1839, 484, 413, 50929, 44393
250,3,conflict,1, 419, 1806, 621, 418, 52323, 44493
250,3,neighbour,1, 417, 1757, 555, 416, 51269, 44470
250,4,ML,1, 422, 1813, 534, 421, 50556, 44395
250,4,distance,1, 422, 1860, 584, 421, 50515, 44392
250,4,conflict,1, 426, 1863, 491, 425, 50599, 44299
250,4,neighbour,1, 422, 1798, 298, 421, 50838, 44353
500,0,ML,1, 422, 1846, 1035, 421, 110995, 91240
500,0,distance,1, 422, 1862, 1308, 421, 111110, 91164
500,0,conflict,1, 431, 1906, 1064, 430, 112355, 91121
500,0,neighbour,1, 432, 1818, 1051, 431, 111494, 91204
500,1,ML,1, 435, 1890, 993, 434, 111603, 94537
500,1,distance,1, 434, 1917, 1077, 433, 112788, 94635
500,1,conflict,1, 436, 1938, 1270, 435, 113035, 94266
500,1,neighbour,1, 438, 1823, 1030, 437, 113521, 94297
500,2,ML,1, 458, 1981, 1222, 457, 113132, 93172
500,2,distance,1, 457, 2000, 1168, 456, 113346, 92938
500,2,conflict,1, 463, 2034, 1073, 462, 115720, 93177
500,2,neighbour,1, 468, 1973, 1193, 467, 115133, 92901
500,3,ML,1, 445, 1918, 1056, 444, 109462, 88591
500,3,distance,1, 445, 1937, 522, 444, 109385, 88765
500,3,conflict,1, 453, 1982, 871, 452, 110384, 88780
500,3,neighbour,1, 453, 1933, 473, 452, 110044, 88709
500,4,ML,1, 427, 1871, 528, 426, 112361, 93158
500,4,distance,1, 427, 1894, 521, 426, 112143, 93103
500,4,conflict,1, 430, 1920, 550, 429, 113440, 93235
500,4,neighbour,1, 428, 1796, 753, 427, 112934, 93146
1000,0,ML,1, 450, 1963, 983, 449, 244920, 187300
1000,0,distance,1, 445, 1964, 974, 444, 247774, 187338
1000,0,conflict,1, 452, 1949, 1035, 451, 251690, 187015
1000,0,neighbour,1, 453, 1924, 2005, 452, 249062, 187041
1000,1,ML,1, 439, 1961, 1268, 438, 246369, 191475
1000,1,distance,1, 439, 1934, 1532, 438, 245460, 191541
1000,1,conflict,1, 453, 2056, 1569, 452, 252176, 191693
1000,1,neighbour,1, 455, 1923, 1207, 454, 250181, 191106
1000,2,ML,1, 464, 2041, 1401, 463, 242760, 187542
1000,2,distance,1, 457, 2028, 1206, 456, 243448, 187111
1000,2,conflict,1, 483, 2127, 1237, 482, 246672, 187153
1000,2,neighbour,1, 468, 1988, 1334, 467, 245929, 186935
1000,3,ML,1, 450, 1977, 1179, 449, 246940, 186457
1000,3,distance,1, 445, 1950, 1499, 444, 243985, 186173
1000,3,conflict,1, 456, 2002, 1192, 455, 247450, 186344
1000,3,neighbour,1, 468, 1982, 1236, 467, 248830, 186471
1000,4,ML,1, 449, 1974, 1246, 448, 253556, 191994
1000,4,distance,1, 445, 1965, 1230, 444, 250439, 192368
1000,4,conflict,1, 461, 2029, 1221, 460, 252645, 191915
1000,4,neighbour,1, 454, 1906, 1343, 453, 253197, 191685
